effective_date,province,metric_category,metric,vaccine_type,vet_channel,value,unit,source_file,source_org,submitted_date,ingested_date,version,superseded_by,notes
2026-03-25,FS,disease,positive_cases,,,395,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,FS,herd,herd_cattle,,,1928862,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,FS,historical,vaccinated_pre_2026,,,43431,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,GP,vaccine_receipt,doses_received,all,all,285000,doses,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,GP,animals_vaccinated,animals_vaccinated,all,all,105293,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,GP,disease,positive_cases,,,262,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,GP,herd,herd_cattle,,,474928,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,GP,historical,vaccinated_pre_2026,,,305435,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,KZN,vaccine_receipt,doses_received,all,all,760000,doses,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,KZN,animals_vaccinated,animals_vaccinated,all,all,246600,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,KZN,disease,positive_cases,,,69,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,KZN,herd,herd_cattle,,,2726308,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,KZN,historical,vaccinated_pre_2026,,,95153,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,LP,vaccine_receipt,doses_received,all,all,126720,doses,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,LP,animals_vaccinated,animals_vaccinated,all,all,100011,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,LP,disease,positive_cases,,,34,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,LP,herd,herd_cattle,,,1007316,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,LP,historical,vaccinated_pre_2026,,,47194,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,MP,vaccine_receipt,doses_received,all,all,197020,doses,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,MP,animals_vaccinated,animals_vaccinated,all,all,100011,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,MP,herd,herd_cattle,,,1177420,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,Positive cases shown as '-' in source
2026-03-25,NW,vaccine_receipt,doses_received,all,all,151420,doses,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,NW,animals_vaccinated,animals_vaccinated,all,all,5662,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,NW,disease,positive_cases,,,118,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,NW,herd,herd_cattle,,,1383919,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,NC,vaccine_receipt,doses_received,all,all,18846,doses,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,NC,animals_vaccinated,animals_vaccinated,all,all,23000,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,NC,disease,positive_cases,,,2,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,NC,herd,herd_cattle,,,443893,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,"Vaccinated (23,000) exceeds received (18,846) — likely drawing on pre-period stock"
2026-03-25,WC,vaccine_receipt,doses_received,all,all,130000,doses,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,WC,animals_vaccinated,animals_vaccinated,all,all,129307,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,
2026-03-25,WC,herd,herd_cattle,,,386208,count,inbox/25032026_FMD Graphics.pdf,AgriSA-NAT,2026-03-25,2026-05-04,1,,Positive cases shown as '-' in source
2026-04-01,EC,vaccine_receipt,doses_received,all,all,302600,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,EC,animals_vaccinated,animals_vaccinated,all,all,257756,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,EC,disease,positive_cases,,,111,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,EC,herd,herd_cattle,,,2895096,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,EC,historical,vaccinated_pre_2026,,,3427,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,FS,vaccine_receipt,doses_received,all,all,397340,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,FS,animals_vaccinated,animals_vaccinated,all,all,245649,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,FS,disease,positive_cases,,,432,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,FS,herd,herd_cattle,,,1928862,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,FS,historical,vaccinated_pre_2026,,,43431,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,GP,vaccine_receipt,doses_received,all,all,285000,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,GP,animals_vaccinated,animals_vaccinated,all,all,188020,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,GP,disease,positive_cases,,,277,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,GP,herd,herd_cattle,,,474928,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,GP,historical,vaccinated_pre_2026,,,305435,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,KZN,vaccine_receipt,doses_received,all,all,760040,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,No update for 1 April — figures held from 26 March per source note
2026-04-01,KZN,animals_vaccinated,animals_vaccinated,all,all,445590,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,KZN,disease,positive_cases,,,69,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,KZN,herd,herd_cattle,,,2726308,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,KZN,historical,vaccinated_pre_2026,,,95153,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,LP,vaccine_receipt,doses_received,all,all,136720,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,LP,animals_vaccinated,animals_vaccinated,all,all,128937,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,LP,disease,positive_cases,,,41,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,LP,herd,herd_cattle,,,1007316,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,LP,historical,vaccinated_pre_2026,,,47194,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,MP,vaccine_receipt,doses_received,all,all,197020,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,MP,animals_vaccinated,animals_vaccinated,all,all,160594,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,MP,disease,positive_cases,,,199,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,MP,herd,herd_cattle,,,1177420,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,NW,vaccine_receipt,doses_received,all,all,151420,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,NW,animals_vaccinated,animals_vaccinated,all,all,136876,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,NW,disease,positive_cases,,,190,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,NW,herd,herd_cattle,,,1383919,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,NW,historical,vaccinated_pre_2026,,,74767,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,NC,vaccine_receipt,doses_received,all,all,85640,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,Vaccinated figure carried forward; manufacturer breakdown all '-' in source
2026-04-01,NC,animals_vaccinated,animals_vaccinated,all,all,23000,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,NC,disease,positive_cases,,,13,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,NC,herd,herd_cattle,,,443893,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,WC,vaccine_receipt,doses_received,all,all,180160,doses,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,WC,animals_vaccinated,animals_vaccinated,all,all,152002,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,WC,disease,positive_cases,,,13,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-01,WC,herd,herd_cattle,,,432906,count,inbox/01042026_FMD Graphics_V2.pdf,AgriSA-NAT,2026-04-01,2026-05-04,1,,
2026-04-10,EC,disease,ministerial_cases,,,71,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,FS,disease,ministerial_cases,,,328,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,GP,disease,ministerial_cases,,,241,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,KZN,disease,ministerial_cases,,,225,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,LP,disease,ministerial_cases,,,49,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,MP,disease,ministerial_cases,,,140,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,NW,disease,ministerial_cases,,,247,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,NC,disease,ministerial_cases,,,3,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,WC,disease,ministerial_cases,,,13,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric.
2026-04-10,national,disease,ministerial_cases,,,1317,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-04-10,2026-05-04,1,,Ministerial media statement 15 Apr 2026 — 'cases recorded' figure. Likely broader than ICC lab-confirmed positives (includes suspected/pending). Use for context; do not conflate with ICC positive_cases metric. National total = sum of provinces.
2026-03-26,national,animals_vaccinated,animals_vaccinated_ministerial,all,all,2033289,count,inbox/Media Statement Minister Steenhuisen announces progress in Foot and mouth disease vaccination strategy.pdf,Ministry,2026-03-26,2026-05-04,1,,"Minister's statement 15 Apr: 2,033,289 vaccinated 'since February 2026 up until 26 March'. Differs from ICC figure (1,125,880) — possibly includes dose-2 or broader scope. Use with caution."
2026-04-22,EC,vaccine_receipt,doses_allocated,dolvet,all,135400,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,FS,vaccine_receipt,doses_allocated,dolvet,all,182400,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,GP,vaccine_receipt,doses_allocated,dolvet,all,124800,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,KZN,vaccine_receipt,doses_allocated,dolvet,all,192000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,LP,vaccine_receipt,doses_allocated,dolvet,all,150000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,MP,vaccine_receipt,doses_allocated,dolvet,all,144000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,NW,vaccine_receipt,doses_allocated,dolvet,all,182400,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,NC,vaccine_receipt,doses_allocated,dolvet,all,100000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,WC,vaccine_receipt,doses_allocated,dolvet,all,150000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt."
2026-04-22,national,vaccine_receipt,doses_allocated,dolvet,dairy,100000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt. Sector allocation: dairy."
2026-04-22,national,vaccine_receipt,doses_allocated,dolvet,feedlot,150000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt. Sector allocation: feedlot."
2026-04-22,national,vaccine_receipt,doses_allocated,dolvet,pigs,150000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt. Sector allocation: pigs."
2026-04-22,national,vaccine_receipt,doses_allocated,dolvet,emergency_reserve,239000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt. Sector allocation: emergency_reserve."
2026-04-22,national,vaccine_receipt,doses_allocated,dolvet,all,2000000,doses,inbox/Media Statement More vaccines arrive to strengthen war against foot and mouth disease_22042026_.pdf,Ministry,2026-04-22,2026-05-04,1,,"Ministerial statement 22 Apr 2026: allocation of 2M Dollvet doses that arrived 22 April from Turkey. This is the ALLOCATION plan, not provincial receipt. Total Dollvet shipment = 2,000,000."
2026-05-04,GP,animals_vaccinated,animals_vaccinated,all,all,184036,count,inbox/Gauteng/WhatsApp Image 2026-05-04 at 14.29.29.jpeg,GDARD,2026-05-04,2026-05-05,1,,GDARD via WhatsApp 4 May 2026 (14:16): 184 036 total animals vaccinated. 290 open outbreaks + 3 closed = 293 total.
2026-05-04,GP,animals_vaccinated,animals_vaccinated,obp_arc,total,1533,count,inbox/Gauteng/WhatsApp Image 2026-05-04 at 14.29.29.jpeg,GDARD,2026-05-04,2026-05-05,1,,GDARD via WhatsApp 4 May 2026: ARC 1 533 animals vaccinated
2026-05-04,GP,animals_vaccinated,animals_vaccinated,bioaftogen,total,65985,count,inbox/Gauteng/WhatsApp Image 2026-05-04 at 14.29.29.jpeg,GDARD,2026-05-04,2026-05-05,1,,GDARD via WhatsApp 4 May 2026: BB (Biogenesis Bago) 65 985 animals vaccinated
2026-05-04,GP,animals_vaccinated,animals_vaccinated,dolvet,total,116518,count,inbox/Gauteng/WhatsApp Image 2026-05-04 at 14.29.29.jpeg,GDARD,2026-05-04,2026-05-05,1,,GDARD via WhatsApp 4 May 2026: Dollvet 116 518 animals vaccinated
2026-05-04,GP,disease,reported_outbreaks,,,293,count,inbox/Gauteng/WhatsApp Image 2026-05-04 at 14.29.29.jpeg,GDARD,2026-05-04,2026-05-05,1,,GDARD via WhatsApp 4 May 2026: 293 total outbreaks (290 open + 3 closed). Consistent with cumulative PCM series.
2026-05-05,national,vaccine_receipt,doses_received,biogenesis_bago,all,2500000,doses,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,Total procured from Argentina; ministerial briefing 05 May 2026
2026-05-05,national,vaccine_receipt,doses_received,dollvet,all,3500000,doses,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,1.5M + 2M April batch; 4M more in transit mid-May; ministerial briefing 05 May
2026-05-05,national,vaccine_receipt,doses_received,all,all,6000000,doses,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,Total national procurement 2.5M BB + 3.5M Dollvet; ministerial briefing 05 May 2026
2026-05-05,national,vaccine_receipt,doses_distributed,all,all,5229966,doses,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,Doses distributed to provinces as of 5 May 2026; ministerial briefing
2026-04-23,national,animals_vaccinated,animals_vaccinated_ministerial,all,all,2590016,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,All cloven-hoofed animals as of 23 Apr 2026; ministerial figure; higher than ICC/AgriSA due to methodology
2026-04-23,KZN,animals_vaccinated,cattle_vaccinated_ministerial,all,all,766508,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,KZN cattle vaccinated as of 23 Apr 2026; ministerial briefing 05 May
2026-04-23,FS,animals_vaccinated,cattle_vaccinated_ministerial,all,all,446527,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,FS cattle vaccinated as of 23 Apr 2026; ministerial briefing 05 May
2026-04-23,EC,animals_vaccinated,cattle_vaccinated_ministerial,all,all,376122,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,EC cattle vaccinated as of 23 Apr 2026; ministerial briefing 05 May
2026-04-23,MP,animals_vaccinated,cattle_vaccinated_ministerial,all,all,233510,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,MP cattle vaccinated as of 23 Apr 2026; ministerial briefing 05 May
2026-04-23,NW,animals_vaccinated,cattle_vaccinated_ministerial,all,all,188073,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,NW cattle vaccinated as of 23 Apr 2026; ministerial briefing 05 May
2026-04-23,GP,animals_vaccinated,cattle_vaccinated_ministerial,all,all,184036,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,GP cattle vaccinated as of 23 Apr 2026; matches GDARD WhatsApp 4 May
2026-04-23,LP,animals_vaccinated,cattle_vaccinated_ministerial,all,all,183770,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,LP cattle vaccinated as of 23 Apr 2026; ministerial briefing 05 May
2026-04-23,WC,animals_vaccinated,cattle_vaccinated_ministerial,all,all,164474,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,WC cattle vaccinated as of 23 Apr 2026; ministerial briefing 05 May
2026-04-23,NC,animals_vaccinated,cattle_vaccinated_ministerial,all,all,46996,count,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,NC cattle vaccinated as of 23 Apr 2026; ministerial briefing 05 May
2026-05-04,national,policy,section10_scheme_published,,,1,event,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,Section 10 Routine Vaccination Scheme published in Government Gazette; enables private voluntary vaccination under state vet supervision
2026-05-05,KZN,policy,dma_lifted,,,1,event,MEDIA BRIEFING BY MINISTER OF AGRICULTURE_LATIN AMERICA OUTCOMES_SECTION 10_FMD_05MAY2026.pdf,Ministry,2026-05-05,2026-05-06,1,,KZN DMA formally lifted; movement restrictions rescinded; province-wide unified controls to replace localised DMA rules
